organisationid,shardid,shortcode,organisationstatus,createddateutc,signupdateutc,productoption,deleteddateutc,saleschannel,channeltype,salestaxbasis,salestaxperiod,salestaxtype,incometaxbasis,provisionaltaxbasis,managedbypracticeflag,payingflag,marketcode,nonpracticestaffusers,practicestaffusers,trialflag
AF88A50A-8313-4AC5-AC48-FEA2FCCBE830,116,!MwOEf,Active,2014-06-29 03:44:06,2014-06-29 00:00:00,Standard,,Partner,Bookkeeper,Australian Accrual Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,4,1,0
8A830023-2814-4C19-9CD4-D9A7D74B7651,133,!lPZ2c,Active,2018-02-13 05:45:31.707,2018-02-13 00:00:00,GST Cashbook,,Partner,Accountant,Australian Accrual Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,1,4,0
527D4165-94A8-4657-B7C0-1543905D8370,144,!CIy8o,Active,2017-07-04 01:19:25.383,2018-10-03 00:00:00,Standard,,Partner,Bookkeeper,Australian Accrual Basis,Australian Monthly,Australian GST,None,None,1,1,AU,2,7,0
102F9452-0E2C-4E39-B660-C1030F0B31CF,150,!Yqu4b,Active,2016-11-10 06:01:28,2016-11-11 00:00:00,Standard,,Partner,Accountant,Australian Accrual Basis,Australian Quarterly (Option 1),Australian GST,Australian Income Times (Option 2),None,1,1,AU,3,2,0
31503D3D-A1BC-4E01-B636-C2A929625166,93,!aMzyA,Active,2016-05-31 09:31:24,2016-05-31 00:00:00,Premium 5,,Partner,Bookkeeper,Australian Accrual Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,1,11,0
A6671BBF-0F13-472F-BAFF-A9F573F1D35D,108,!W0ZP7,Active,2017-06-09 00:31:32,2019-07-30 00:00:00,Payroll only,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,1,4,0
9DC9E0C8-E4E2-4640-AABC-31C5632CC04C,103,!1uazQ,Active,2014-03-11 23:41:55,2014-03-12 00:00:00,Premium 5,,Partner,Bookkeeper,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,2,1,0
050ACFD5-3B2C-4E7B-B73B-CC73CE6440A8,114,!qOELJ,Active,2017-11-29 06:01:05,2017-11-29 00:00:00,GST Cashbook,,Partner,Accountant,Australian Accrual Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,2,9,0
995D8611-F212-40AE-B0FD-7F42C0C120C3,126,!v0tRW,Active,2015-03-04 06:06:34,2015-03-04 00:00:00,Standard,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,1,11,0
0F14BC7E-EC59-4458-8E9E-8DEFBE8863D7,157,!SM1Bf,Active,2013-08-12 03:11:14,2018-07-05 00:00:00,Premium,,Partner,Accountant,Australian Accrual Basis,Australian Quarterly (Option 1),Australian GST,Australian Quarterly Installment (Option 1),None,1,1,AU,7,3,0
864E9E0A-804F-4842-AD98-529176AE32E0,92,!MfUJN,Active,2016-02-17 08:34:43,2016-10-24 00:00:00,Standard,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,Australian Income Times (Option 2),None,1,1,AU,2,5,0
8735ADBD-8532-4C77-AF6C-39F65EB4030C,145,!T6ylv,Active,2018-07-02 01:35:25,2018-07-02 00:00:00,Premium + Projects,,Partner,Bookkeeper,Australian Accrual Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,2,2,0
6789D41E-6E14-42C2-9049-DD15B98AD3D8,93,!jG3MZ,Active,2016-03-24 10:24:48,2018-12-04 00:00:00,Premium 5,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,Australian Quarterly Installment (Option 1),None,1,1,AU,2,7,0
ACAD20D7-AC90-4F1E-AAD1-07DE6DE58EEF,133,!ocmAh,Active,2018-02-22 00:38:43,2018-02-22 00:00:00,Standard,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,1,6,0
11135883-86FE-4AAA-AB58-020EDC2BD60E,104,!bn3h1,Active,2017-11-14 22:23:30,2018-07-17 00:00:00,Premium 50,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,Australian Quarterly Installment (Option 1),None,1,1,AU,5,5,0
ACC7ECAB-76C8-4E13-96F3-627D72480D6F,121,!LacGY,Active,2018-03-27 19:15:16,2019-01-15 00:00:00,Standard,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,Australian Income Times (Option 2),None,1,1,AU,1,13,0
44ED4617-D175-4F8A-83C5-38C62A9379A7,116,!KR1CO,Active,2014-10-19 12:40:24,2018-12-14 00:00:00,Premium 5,,Partner,Accountant,Australian Cash Basis,Australian Monthly,Australian GST,None,None,1,1,AU,1,1,0
6BCA813B-1648-45AA-A8E7-812300D13B2B,103,!iIBY6,Active,2014-01-17 05:47:49,2014-02-26 00:00:00,Premium 5,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,Australian Quarterly Installment (Option 1),None,1,1,AU,3,3,0
C3FDDB75-ACE4-494B-A593-58A41A9B8CB3,132,!MBZaQ,Deleted,2015-04-10 04:13:49,2019-09-30 00:00:00,Unknown,2020-02-21 14:31:57.16,Partner,Accountant,None,Australian Quarterly (Option 1),None,None,None,1,0,AU,5,7,0
B1BB0C11-36DB-4EDB-B48E-6A141E5776E7,88,!nu7Ap,Deleted,2016-03-07 01:57:45,2018-02-12 00:00:00,Unknown,2019-12-09 14:30:13.157,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,0,AU,4,1,0
9564E436-9293-45E6-BE1B-4429FB6EAD0C,72,!0EfgA,Deleted,2016-06-30 01:23:33,2016-06-30 00:00:00,Unknown,2019-10-28 18:12:26.407,Partner,Bookkeeper,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,0,AU,2,3,0
466FCB5E-B26F-4D90-AF60-3797BC9EB35D,128,!gScBa,Deleted,2015-12-17 02:57:24,2017-04-18 00:00:00,Unknown,2018-11-10 14:30:54.43,Online,Unknown,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,0,0,AU,1,0,0
838C214C-3E2B-450F-9E1C-F6A73647867E,115,!putHP,Active,2014-08-12 00:33:17,2014-09-01 00:00:00,Premium 5,,Online,Unknown,Australian Accrual Basis,Australian Quarterly (Option 1),Australian GST,Australian Quarterly Installment (Option 1),None,0,1,AU,4,0,0
44011282-89E6-4639-B87F-2559227766CC,116,!YSUvZ,Active,2019-10-13 23:19:06,2019-11-02 00:00:00,Premium 20,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,2,6,0
869ED87C-3D14-4BAF-B63C-7E1C8A8A8D67,108,!5bF8x,Active,2017-06-28 01:49:35,2019-06-19 00:00:00,Standard,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,Australian Quarterly Installment (Option 1),None,1,1,AU,2,4,0
6B025230-0296-4E81-9844-64BE99335003,134,!hQD16,Active,2016-04-19 04:55:03,2016-05-18 00:00:00,Premium 5,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,Australian Quarterly Installment (Option 1),None,1,1,AU,3,3,0
B0F4EC9C-5A85-450A-9BAB-4F72AF96E19C,108,!fCza5,Active,2017-05-31 02:16:25,2017-05-31 00:00:00,Premium 5,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,5,7,0
1559869B-24C5-4441-A091-E4FD24D65B5B,150,!9B4lM,Active,2017-01-16 07:41:45,2018-09-17 00:00:00,Premium 20,,Partner,Bookkeeper,Australian Accrual Basis,Australian Monthly,Australian GST,None,None,1,1,AU,5,1,0
D58359C6-91CF-4316-B7C2-481DBF029E8A,162,!KyRhW,Active,2016-08-22 03:29:51,2018-03-26 00:00:00,Premium 5,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,Australian Quarterly Installment (Option 1),None,1,1,AU,1,4,0
A8D66A50-1720-4634-ACA4-024811B7A27F,138,!tpOn6,Active,2016-03-22 08:34:31,2016-04-25 00:00:00,Premium 5,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,Australian Quarterly Installment (Option 1),None,1,1,AU,3,4,0
5754AB1A-F8E8-4CB8-9DBA-07239578ABCD,120,!tQEd1,Active,2019-02-04 00:50:42,2019-09-24 00:00:00,Standard,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,2,1,0
0E2E1D99-6E6E-4E83-9C66-B00FC785B950,150,!SpdTR,Active,2016-10-20 05:25:35,2016-12-08 00:00:00,Standard,,Partner,Accountant,Australian Accrual Basis,Australian Quarterly (Option 1),Australian GST,Australian Income Times (Option 2),None,1,1,AU,1,13,0
2E753EF0-3F92-4A8B-8D0C-BFBEC4C338CC,114,!FPytB,Active,2019-06-18 05:44:22,2019-06-18 00:00:00,Standard,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,3,11,0
17ED7E01-1196-4A92-9C6F-E4EB424544F8,150,!nussK,Active,2016-11-16 23:22:11,2016-12-07 00:00:00,Standard,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,2,2,0
DC94BDE5-BDC9-4D10-9422-2E7D4FBFBDB1,121,!Hw8Ot,Active,2013-06-04 04:29:29,2019-10-28 00:00:00,Premium,,Partner,Accountant,Australian Accrual Basis,Australian Quarterly (Option 1),Australian GST,Australian Income Times (Option 2),None,1,1,AU,2,2,0
ED2826AE-5282-4294-8FED-B37AEABBD932,157,!o7miU,Active,2013-06-19 22:34:56,2019-09-27 00:00:00,Non-GST Cashbook,2019-07-29 15:30:23.77,Partner,Accountant,None,Australian Quarterly (Option 1),None,None,None,1,1,AU,3,6,0
530121D1-5BD1-48FE-B9CE-D7B98923398E,114,!GmyBt,Active,2014-05-22 12:43:01,2014-09-03 00:00:00,Premium 5,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,Australian Quarterly Installment (Option 1),None,1,1,AU,2,4,0
1EAC4B70-000F-4659-B74D-8EF5407983D8,116,!giI24,Active,2014-07-07 02:41:27,2018-03-01 00:00:00,Premium 5,,Partner,Bookkeeper,Australian Accrual Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,3,3,0
EDBDFA56-068C-461C-B15D-D8A7646D98BA,156,!6ZYku,Active,2013-03-19 04:17:50,2019-10-17 00:00:00,Standard,2019-03-05 19:35:09.98,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,5,7,0
F8C64D51-E06E-47C5-B111-C00AF615EFBD,139,!rVf3l,Active,2019-03-12 02:09:33,2019-10-16 00:00:00,Premium 50,,Online,Unknown,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,0,1,AU,12,0,0
2D17662B-3AA8-4A6A-8017-D48567E6E45E,104,!pFgaT,Active,2014-06-17 07:36:33,2014-06-17 00:00:00,GST Cashbook,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,Australian Quarterly Installment (Option 1),None,1,1,AU,1,20,0
4644B5D7-B52A-4CCC-A6A5-8C82D57DE49D,102,!J30jf,Active,2018-06-11 06:22:44,2018-06-12 00:00:00,Premium 50,,Partner,Bookkeeper,Australian Accrual Basis,Australian Quarterly (Option 1),Australian GST,Australian Income Times (Option 2),None,1,1,AU,5,13,0
3F899F81-908A-4AA9-B0FE-2BF4B584DD20,87,!Kr2p0,Active,2015-05-06 02:19:06,2015-05-06 00:00:00,Payroll Cashbook,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,2,16,0
13584E6D-02F5-4482-80B6-E7DE564FF654,88,!ClZ2k,Active,2017-08-21 07:19:41,2017-08-21 00:00:00,Premium 5,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,3,4,0
EEB858C7-8A57-4BA0-833B-343808D0B375,110,!SUP2R,Active,2011-11-17 06:38:33.067,2011-11-17 00:00:00,Standard,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,2,7,0
CC3F9F8C-D35F-4933-8B42-5925718F3F5A,103,!Uprqb,Active,2017-04-21 00:20:01,2018-11-07 00:00:00,Premium 20,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,Australian Quarterly Installment (Option 1),None,1,1,AU,8,10,0
B3CBAB88-8CAB-42C4-84C4-CD93CA4C4448,133,!rblc6,Active,2015-05-21 00:36:36,2017-10-31 00:00:00,Premium 20,,Online,Unknown,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,Australian Quarterly Installment (Option 1),None,0,1,AU,10,0,0
32576A26-DF63-4ED6-97F8-BA101D2626AB,156,!g7Po5,Deleted,2012-10-19 05:49:35.687,2012-10-19 00:00:00,Unknown,2019-06-22 15:30:28.947,Partner,Accountant,Australian Accrual Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,0,AU,3,8,0
B788CEB7-EAF5-487A-AD2D-6E4781D2397D,134,!wwh0c,Active,2018-02-20 04:31:30,2018-11-09 00:00:00,Premium,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,2,1,0
BA913A10-8FA9-47F1-B617-A6CC49359892,88,!ptDpi,Active,2015-10-28 05:07:07,2015-11-09 00:00:00,Standard,2018-06-29 19:06:07.223,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,2,1,0
793C37E4-CC6B-41A1-A07A-11BD9F244E43,104,!lVsRY,Deleted,2014-01-24 06:16:24,2020-01-16 00:00:00,Unknown,2020-02-23 19:05:52.323,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,Australian Quarterly Installment (Option 1),None,1,0,AU,2,4,0
4B1B7590-78D2-4482-B3C8-27D652AAC590,132,!oOe1O,Active,2015-03-21 00:09:14,2015-03-21 00:00:00,Premium 5,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,1,11,0
64F6D69A-80DD-485E-AC51-B27DD69F5BA3,120,!ppi5p,Active,2012-10-31 22:31:43,,Unknown,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,Australian Quarterly Installment (Option 1),None,0,0,AU,0,4,0
3CFA3783-16A0-4A18-9F2E-7EA20E2F58BE,150,!cyimR,Active,2016-11-04 04:47:16,2016-11-04 00:00:00,Standard,,Partner,Bookkeeper,Australian Accrual Basis,Australian Monthly,Australian GST,None,None,1,1,AU,2,8,0
0FB59C8F-E608-4DAF-B677-5B2C5BB4054E,110,!1Wr3o,Active,2013-06-25 05:48:53,2016-10-25 00:00:00,Premium 5,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,Australian Quarterly Installment (Option 1),None,1,1,AU,2,1,0
B7E0F107-1F4B-4BC5-910A-AB163DAFAE89,138,!OT1j1,Active,2016-02-01 00:07:55.753,2016-02-29 00:00:00,Starter,,Partner,Bookkeeper,Australian Accrual Basis,Australian Monthly,Australian GST,None,None,1,1,AU,1,4,0
C33EC9A0-D9F7-49FB-BF09-6FCA436B9849,87,!xaoRP,Suspended,2017-02-13 02:03:45,2017-04-10 00:00:00,Premium 50,,Partner,Bookkeeper,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,2,2,0
FCA6077D-CA03-4F3F-BD31-A29B6267DACD,120,!zpZ8o,Active,2012-09-26 04:38:27,2013-05-31 00:00:00,Premium 20,,Partner,Accountant,Australian Accrual Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,4,5,0
045A5417-B791-4B11-BA4E-42869F0F9BBD,163,!xXvD4,Active,2016-08-29 02:27:50,2017-08-31 00:00:00,Premium 50,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,18,10,0
367ECB65-B1CA-4D8D-A924-3D6128277A35,88,!gwDfc,Deleted,2017-08-17 08:46:12,,Unknown,2017-11-22 22:19:01,Online,Unknown,Australian Accrual Basis,Australian Quarterly (Option 1),Australian GST,None,None,0,0,AU,1,0,1
C46C9DBE-098F-42C0-8D08-A606D817E1EC,156,!bJYB1,Active,2013-04-08 06:30:25,2013-04-08 00:00:00,Standard,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,Australian Quarterly Installment (Option 1),None,1,1,AU,1,14,0
DD726C07-F212-4A2E-BDCE-5E98E409249C,72,!S0lDT,Active,2016-06-13 01:11:31,2016-06-20 00:00:00,Premium 5,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,6,4,0
CAF8C81B-1329-43E2-B878-D4A50068646E,156,!NjaBq,Active,2012-06-28 08:02:48,2012-06-28 00:00:00,Premium,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,5,1,0
6878765E-9835-427A-850A-DF3F875E98EE,144,!84oUl,Active,2017-07-08 02:47:26,2017-07-08 00:00:00,Premium 5,,Partner,Accountant,Australian Cash Basis,Australian Annual,Australian GST,None,None,1,1,AU,2,1,0
19C9202A-0851-4B29-A27F-A39101B1FBF8,87,!VvmJx,Deleted,2015-06-03 08:40:05,2015-06-03 00:00:00,Unknown,2017-11-08 14:30:26.01,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,Australian Quarterly Installment (Option 1),None,1,0,AU,2,6,0
A1D48878-F4FE-4BF6-A002-B3AD82D49020,157,!fTVrr,Active,2018-05-28 03:45:12,2019-08-23 00:00:00,Premium,,Online,Unknown,Australian Cash Basis,Australian Monthly,Australian GST,None,None,0,1,AU,4,0,0
5A67470C-09A6-43AF-9E9B-53EC882B963E,166,!a8M8h,Active,2016-10-04 04:35:23,2016-10-04 00:00:00,Premium 5,,Partner,Accountant,Australian Accrual Basis,Australian Monthly,Australian GST,None,None,1,1,AU,1,12,0
9BE522F1-6BD6-41E9-BF33-722B592F18D1,144,!PkyK9,Active,2015-07-14 05:08:15,2015-07-29 00:00:00,Premium 20 + Projects,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,18,1,0
B0B8991C-CC8E-4B34-98D3-773E9EA9BD4C,132,!d4r3K,Active,2019-02-13 04:50:27,2019-02-13 00:00:00,Premium 5,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,Australian Quarterly Installment (Option 1),None,1,1,AU,3,4,0
DE74FEDF-BF2C-4B21-8A78-032946184FA4,102,!R6oyf,Active,2017-06-20 01:34:17,2017-07-26 00:00:00,Premium 5,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,Australian Quarterly Installment (Option 1),None,1,1,AU,3,1,0
3E73A2DC-E526-4339-8D3F-A10E04A70BA7,127,!mjIJL,Active,2019-02-11 02:19:31,2019-03-14 00:00:00,Premium 5,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,1,7,0
B0D61272-7503-4284-A0B0-26AD9DFE9880,116,!qWBW5,Active,2014-11-09 23:15:26,2018-08-08 00:00:00,Standard,,Partner,Accountant,Australian Accrual Basis,Australian Quarterly (Option 1),Australian GST,Australian Quarterly Installment (Option 1),None,1,1,AU,2,3,0
449F7A9E-0814-4B8B-83CD-03CB10AFD711,145,!DkH35,Active,2017-07-03 04:22:25,2017-07-03 00:00:00,Payroll Cashbook,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,1,6,0
038AF5A9-459F-4B51-83B0-11171D255DC8,102,!0oPOz,Active,2017-05-30 03:56:38,2017-06-30 00:00:00,Premium 5,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,Australian Quarterly Installment (Option 1),None,1,1,AU,2,2,0
F0527A59-25CF-493D-9AA8-B3089FFDA52C,134,!9RIxP,Active,2016-04-14 04:11:45,2016-05-12 00:00:00,Standard,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,2,1,0
9CF9EB73-2CF4-45DF-B9C8-97456FC4D0A4,126,!ltCrZ,Active,2015-03-29 22:41:17,2015-03-30 00:00:00,Standard,,Partner,Accountant,Australian Accrual Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,2,9,0
875FAC31-94D8-4D7D-AAC3-D425FD23D0B9,102,!CAFlI,Active,2014-03-27 02:03:23,2014-03-27 00:00:00,Premium,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,Australian Quarterly Installment (Option 1),None,1,1,AU,1,11,0
4A1223BC-BE76-4F4C-8742-280F1287CFB2,104,!OYmEc,Active,2019-05-28 03:07:52,2019-07-17 00:00:00,Standard,,Partner,Accountant,Australian Accrual Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,1,3,0
2F3827C4-8D7D-4BF4-BAB6-C1FDE4EC25EE,163,!d7nrc,Active,2016-07-19 02:44:33,2016-07-19 00:00:00,Premium 5,,Partner,Accountant,Australian Accrual Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,1,9,0
27DB86E2-9BCF-4E11-8F01-F2C596486642,127,!g9tG5,Active,2019-05-07 00:39:55,2020-01-26 00:00:00,Standard,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,1,2,0
60F44D3C-4321-4A1D-BC0C-499082D1E94D,108,!XxdBA,Active,2017-06-28 05:30:45,2017-06-28 00:00:00,GST Cashbook,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,2,8,0
FE3EEE93-93A5-4891-A054-F05ADC939A9D,144,!tuuBx,Active,2015-05-22 02:09:23,2015-06-16 00:00:00,Premium,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,2,2,0
274B76C7-4136-440D-B779-D1846A29FFE0,145,!UzWdM,Active,2015-06-30 03:52:05,2015-06-30 00:00:00,Premium 5,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,1,4,0
AA383E67-D33C-497F-8F19-2ABE86C1E233,102,!JejdP,Deleted,2014-03-23 23:01:41.313,2014-03-24 00:00:00,Unknown,2019-07-19 15:48:04.047,Partner,Accountant,Australian Accrual Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,0,AU,2,10,0
862EA505-09CD-412A-A79B-780CD5B92515,84,!8FgJV,Active,2017-03-07 23:54:42,2017-11-21 00:00:00,Premium 5,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,7,6,0
DC334FCE-85FA-4D81-95C0-32A2183B91AC,116,!9eai8,Deleted,2018-04-03 00:43:01,2018-04-03 00:00:00,Unknown,2018-07-11 15:30:53.237,Online,Unknown,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,Australian Income Times (Option 2),None,0,0,AU,0,0,0
C7E014DF-5E88-4450-AC44-8776B9B13E0E,139,!X7ieV,Active,2015-12-14 22:35:11.743,2016-01-06 00:00:00,GST Cashbook,,Partner,Accountant,Australian Accrual Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,1,4,0
213E8163-61F6-4CF4-A080-6CC14EA3ACB2,102,!2EXf7,Active,2017-06-26 05:04:39,2017-06-26 00:00:00,Premium 5,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,1,11,0
6FCF2D3D-4A8A-4965-A844-E6B615C97FF0,72,!C5FbA,Active,2016-07-09 09:26:59,2017-02-14 00:00:00,Standard + Expenses,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,Australian Income Times (Option 2),None,1,1,AU,4,6,0
32E162B9-3E5B-46CE-BF67-C34E243DD352,121,!MA7rm,Active,2013-08-07 23:48:21.643,2019-07-15 00:00:00,GST Cashbook,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,1,8,0
ECECD6F0-070E-48B1-9CC7-60302C954C6A,102,!DxB6r,Deleted,2014-04-02 01:39:37.353,2014-08-29 00:00:00,Unknown,2018-07-26 15:31:19.01,Online,Unknown,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,0,0,AU,2,0,0
C3DDBBC0-1858-4E04-994E-2D1999049E04,87,!6Xjwq,Active,2017-02-21 06:56:18.343,2017-02-21 00:00:00,Premium,,Partner,Accountant,Australian Accrual Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,1,1,0
75C8FEE6-A1F4-4B50-9BCB-5089F38C7A99,115,!Akngt,Active,2018-09-20 13:56:45,2018-12-10 00:00:00,Premium,,Partner,Bookkeeper,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,5,10,0
D5D37FCA-A355-456E-B046-E35ED1EF7AF7,92,!gRKo4,Active,2017-08-18 04:07:55,2017-08-18 00:00:00,Standard,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,3,5,0
8ED3D6D4-9984-44CE-A628-D7105EA20769,133,!DXjxB,Active,2015-09-11 01:33:38,2015-09-14 00:00:00,Premium 50,,Partner,Accountant,Australian Accrual Basis,Australian Quarterly (Option 1),Australian GST,Australian Income Times (Option 2),None,1,1,AU,9,14,0
D256C158-B6AB-4B33-9411-4A739B57824B,121,!lYGkE,Active,2018-08-09 04:47:02,2018-08-09 00:00:00,Premium 5,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,4,2,0
8CFA3FF1-9399-4AD6-BA96-4A9E1D0EE186,115,!sktps,Active,2018-12-19 00:46:30.64,2018-12-19 00:00:00,GST Cashbook,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,Australian Quarterly Installment (Option 1),None,1,1,AU,1,9,0
D46A7C70-EF75-4770-8F59-374BC947CE3A,104,!agq51,Active,2012-07-12 10:31:30,2013-01-16 00:00:00,Premium 20,,Partner,Bookkeeper,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,Australian Quarterly Installment (Option 1),None,1,1,AU,9,9,0
0B0483A4-344B-4497-8328-72F3E854198D,144,!YhJHb,Active,2018-07-12 00:56:20,2018-07-12 00:00:00,Standard,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,2,6,0
31215E93-B725-4EAE-9A23-388A9469AB6C,128,!EFtyx,Deleted,2015-08-17 01:10:16,2019-08-26 00:00:00,Unknown,2019-09-30 15:30:19.327,Partner,Bookkeeper,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,Australian Quarterly Installment (Option 1),None,1,0,AU,7,3,0
C3117380-5397-423B-94E5-AD9948203E43,102,!1Kw1Z,Active,2017-06-20 01:26:32,2020-01-06 00:00:00,Premium 20,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,3,4,0
CB3D1524-17B2-4490-B5E6-17642AB4799C,102,!oVOxX,Active,2012-05-19 05:14:59,2014-01-21 00:00:00,Premium 100,,Partner,Accountant,Australian Accrual Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,300,20,0
